"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2168347-76";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2168347-76";"2022-05-10";"2022-05-10T18:18:43";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"65055";"https://dadosabertos.camara.leg.br/api/v2/eventos/65055";"1";"0";"0";"0";"Aprovada a Redação Final.";"";"";"2021-12-07T17:51:39";"Parecer do Relator, Dep. Diego Garcia (PODE-PR), pela constitucionalidade, juridicidade e técnica legislativa deste, na forma do Substitutivo da Comissão de Esporte e da Subemenda da Comissão de Seguridade Social e Família.";"2310857";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2310857"
"2274173-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274173-10";"2022-05-10";"2022-05-10T17:10:52";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"1";"0";"0";"0";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"";"";"";"";"0";""
"2274135-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274135-27";"2022-05-10";"2022-05-10T17:10:54";"100001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"SECAP(SGM)";"0";"";"1";"0";"0";"0";"Realizar o encaminhamento do PL-781/2020 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.";"";"";"";"";"0";""
"2274135-28";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274135-28";"2022-05-10";"2022-05-10T17:10:55";"100001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"SECAP(SGM)";"0";"";"1";"0";"0";"0";"Realizar o encaminhamento do PL-781/2020 à CSPCCO (tramitação simultânea), em razão da aprovação de requerimento de urgência.";"";"";"";"";"0";""
"2274135-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274135-29";"2022-05-10";"2022-05-10T17:10:55";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"0";"";"1";"0";"0";"0";"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 5409/2016, por ter sido aprovado o REQ 508/2021 que está apensado ao primeiro.";"";"";"";"Apresentação do Projeto de Lei n. 781/2020, pelo Senado Federal, que ""Dispõe sobre a criação e o funcionamento ininterrupto de Delegacias Especializadas de Atendimento à Mulher"".";"0";""
"2270947-37";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2270947-37";"2022-05-10";"2022-05-10T17:15:41";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"0";"";"1";"0";"0";"0";"Aprovado requerimento n. 297/2022 do Sr. Vinicius Carvalho que requer urgência para o Projeto de Lei nº 610, de 2021, que “institui a Campanha Nacional de Incentivo à doação de cabelo a Pessoas Carentes em Tratamento de Câncer”";"";"";"";"";"0";""
"2270947-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2270947-38";"2022-05-10";"2022-05-10T17:15:41";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"0";"";"1";"0";"0";"0";"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 297/2022.";"";"";"";"";"0";""
"2317966-13";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2317966-13";"2022-05-10";"2022-05-10T17:16:30";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"1";"0";"0";"0";"Aprovado o Requerimento de Urgência (Art. 155 do RICD).";"";"";"";"";"0";""
"2318711-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2318711-8";"2022-05-10";"2022-05-10T17:20:21";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"1";"0";"0";"0";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"";"";"";"Apresentação do Requerimento de Urgência (Art. 155, do RICD) n. 429/2022, pela Deputada Leandre  (PSD/PR) e outros, que ""Requer regime de urgência para apreciação do PL nº 4438 de 2021, que “Altera a Lei nº 10.741, de 1º de outubro de 2003 (Estatuto do Idoso), e a Lei nº 13.146, de 6 de julho de 2015 (Estatuto da Pessoa com Deficiência), para estabelecer medidas protetivas de urgência para idosos e pessoas com deficiência que tenham sofrido violência ou que estejam na iminência de sofrê-la"".";"0";""
"2318541-23";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2318541-23";"2022-05-10";"2022-05-10T17:20:22";"100001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"SECAP(SGM)";"0";"";"1";"0";"0";"0";"Realizar o encaminhamento do PL-4438/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.";"";"";"";"";"0";""
"2318541-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2318541-24";"2022-05-10";"2022-05-10T17:20:22";"100001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"SECAP(SGM)";"0";"";"1";"0";"0";"0";"Realizar o encaminhamento do PL-4438/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.";"";"";"";"";"0";""
"2318541-25";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2318541-25";"2022-05-10";"2022-05-10T17:20:22";"100001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"SECAP(SGM)";"0";"";"1";"0";"0";"0";"Realizar o encaminhamento do PL-4438/2021 à CIDOSO (tramitação simultânea), em razão da aprovação de requerimento de urgência.";"";"";"";"";"0";""
"2313727-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313727-33";"2022-05-10";"2022-05-10T17:52:51";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"1";"0";"0";"0";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2022-05-10T17:47:44";"Votação preliminar em turno único.";"2022-05-10T17:25:20";"Parecer proferido em Plenário pela Relatora, Dep. Dra. Soraya Manato (PTB-ES), pela Comissão Mista de Planos, Orçamentos Públicos e Fiscalização do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância, urgência e imprevisibilidade; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária; e, no mérito, pela aprovação.";"2322462";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322462"
"2313727-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313727-35";"2022-05-10";"2022-05-10T17:56:10";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"1";"0";"0";"0";"Aprovada a Medida Provisória nº 1.083, de 2021.";"2022-05-10T17:53:09";"Votação, quanto ao mérito, em turno único.";"2022-05-10T17:25:20";"Parecer proferido em Plenário pela Relatora, Dep. Dra. Soraya Manato (PTB-ES), pela Comissão Mista de Planos, Orçamentos Públicos e Fiscalização do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância, urgência e imprevisibilidade; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária; e, no mérito, pela aprovação.";"2322462";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322462"
"2150592-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2150592-109";"2022-05-10";"2022-05-10T18:04:17";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"0";"0";"0";"0";"Rejeitado o requerimento.";"";"";"";"Apresentação do Requerimento de Inclusão na Ordem do Dia n. 1697/2021, pelo Deputado Eduardo Cury  (PSDB/SP), que ""Requer a inclusão na Ordem do Dia do Projeto de Lei nº 8.518, de 2017"".";"2295129";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2295129"
"2150592-121";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2150592-121";"2022-05-10";"2022-05-10T18:39:16";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"1";"0";"0";"0";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 8.518, de 2017, adotada pelo Relator da Comissão de Ciência e Tecnologia, Comunicação e Informática, ressalvado o destaque.";"2022-05-10T18:26:16";"Votação em turno único.";"2022-05-10T18:28:36";"Parecer às Emendas de Plenário proferido pelo relator, Dep. Eduardo Cury (PSDB-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa das emendas de Plenário e da Subemenda Substitutiva Global adotada pelo relator da Comissão de Ciência e Tecnologia, Comunicação e Informática.";"2322485";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322485"
"2313546-28";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313546-28";"2022-05-10";"2022-05-10T18:57:44";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"1";"0";"0";"0";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2022-05-10T18:57:32";"Votação preliminar em turno único.";"2022-05-10T18:46:35";"Parecer proferido em Plenário pela Relatora, Dep. Bia Kicis (PL-DF), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e boa técnica legislativa; pela adequação financeira e orçamentária da Medida Provisória nº 1.082, de 2021 e das 2 emendas apresentadas; e, no mérito, pela aprovação da Medida Provisória nº 1.082, de 2021, e pela rejeição das Emendas n°s 1 e 2.";"2322501";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322501"
"2313546-31";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313546-31";"2022-05-10";"2022-05-10T19:03:25";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"1";"0";"0";"0";"Aprovada a Medida Provisória nº 1.082, de 2021.";"2022-05-10T18:59:48";"Votação, quanto ao mérito, em turno único.";"2022-05-10T18:46:35";"Parecer proferido em Plenário pela Relatora, Dep. Bia Kicis (PL-DF), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e boa técnica legislativa; pela adequação financeira e orçamentária da Medida Provisória nº 1.082, de 2021 e das 2 emendas apresentadas; e, no mérito, pela aprovação da Medida Provisória nº 1.082, de 2021, e pela rejeição das Emendas n°s 1 e 2.";"2322501";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322501"
"2313546-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313546-33";"2022-05-10";"2022-05-10T19:04:31";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"0";"0";"0";"0";"Rejeitadas as Emendas de Comissão.";"2022-05-10T19:04:13";"Votação das Emendas de Comissão, com parecer pela rejeição.";"2022-05-10T18:46:35";"Parecer proferido em Plenário pela Relatora, Dep. Bia Kicis (PL-DF), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e boa técnica legislativa; pela adequação financeira e orçamentária da Medida Provisória nº 1.082, de 2021 e das 2 emendas apresentadas; e, no mérito, pela aprovação da Medida Provisória nº 1.082, de 2021, e pela rejeição das Emendas n°s 1 e 2.";"2322501";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322501"
"2188479-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2188479-62";"2022-05-10";"2022-05-10T19:40:07";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"65115";"https://dadosabertos.camara.leg.br/api/v2/eventos/65115";"1";"0";"0";"0";"Aprovado o Substitutivo ao Projeto de Lei nº 11.147, de 2018, adotado pela Relatora da Comissão dos Direitos das Pessoas com Deficiência.";"2022-05-10T19:16:49";"Votação em turno único.";"2022-05-10T19:09:19";"Parecer proferido em Plenário pela Relatora, Dep. Professora Dorinha Seabra Rezende (União-TO), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa do Projeto de Lei nº 11.147/2018, de 2018, e do Substitutivo adotado pela Relatora da Comissão de Defesa dos Direitos das Pessoas com Deficiência.";"2322508";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322508"
"2278009-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278009-42";"2022-05-10";"2022-05-10T14:51:23";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65042";"https://dadosabertos.camara.leg.br/api/v2/eventos/65042";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-03T18:25:40";"Parecer do Relator, Dep. Aluisio Mendes (PSC-MA), pela aprovação.";"2321389";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321389"
"2320679-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2320679-2";"2022-05-10";"2022-05-10T14:53:12";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65042";"https://dadosabertos.camara.leg.br/api/v2/eventos/65042";"1";"0";"0";"0";"Aprovado, com subscrição dos Deputados Sanderson e General Girão e inclusão dos convidados Jodson Gomes Júnior, Confederação Brasileira de Tiro Esportivo; Hwaskar Fagundes, Confederação Brasileira de Tiro Prático; Otto Carlos Pohl, Confederação Brasileira de Caça e Tiro; Sérgio Bitencourt, Confederação Brasileira de Tiro Defensivo e Caça; Valdir Abel, Liga Nacional de Tiro ao Prato e Marcelo Danfenback, Campeonato Regional CBC - Taurus de Tiro Esportivo.";"";"";"";"Apresentação do Requerimento n. 2/2022, pelo Deputado Delegado Antônio Furtado (UNIÃO/RJ), que ""Requer a realização de audiência pública para debater o Dia Nacional do Atirador Esportivo Brasileiro a ser comemorado no dia 03 de agosto de cada ano.

"".";"0";""
"2320685-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2320685-2";"2022-05-10";"2022-05-10T14:53:13";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65042";"https://dadosabertos.camara.leg.br/api/v2/eventos/65042";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 3/2022, pelo Deputado Delegado Antônio Furtado (UNIÃO/RJ), que ""Requer Moção de Aplauso e Louvor em favor do Policial Militar do Rio de Janeiro lotado no 10° BPM Sul Fluminense, CB PM CLEBER DOS SANTOS, que em ato heroico salva uma jovem de suicídio no município de Volta Redonda RJ, e demais policiais militares do 10º BPM.

"".";"0";""
"2322026-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2322026-2";"2022-05-10";"2022-05-10T14:53:13";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65042";"https://dadosabertos.camara.leg.br/api/v2/eventos/65042";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 5/2022, pela SEGURANÇA PÚBLICA E COMBATE AO CRIME ORGANIZADO, que ""Solicita autorização para impressão do Relatório de Atividades desenvolvidas pela Comissão de Segurança Pública e Combate ao Crime Organizado em 2022"".";"0";""
"2233137-37";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2233137-37";"2022-05-10";"2022-05-10T15:09:20";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65042";"https://dadosabertos.camara.leg.br/api/v2/eventos/65042";"1";"0";"0";"0";"Aprovado o Parecer.";"2022-05-10T15:16:06";"Iniciada  a Votação.";"2021-12-14T15:34:47";"Parecer do Relator, Dep. Paulo Ganime (NOVO-RJ), pela aprovação, com substitutivo.";"2312335";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2312335"
"2244015-39";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2244015-39";"2022-05-10";"2022-05-10T15:17:33";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65042";"https://dadosabertos.camara.leg.br/api/v2/eventos/65042";"1";"0";"0";"0";"Aprovado o Parecer.";"2022-05-10T15:16:51";"Iniciada  a Votação.";"2021-10-06T12:10:51";"Parecer do Relator, Dep. Marcel van Hattem (NOVO-RS), pela aprovação, com substitutivo.";"2301730";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2301730"
"2322205-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2322205-2";"2022-05-10";"2022-05-10T15:32:12";"539016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539016";"CEXWAIKA";"65114";"https://dadosabertos.camara.leg.br/api/v2/eventos/65114";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 1/2022, pela Deputada Joenia Wapichana (REDE/RR), que ""Requer a realização de visita técnica em Roraima para averiguar a situação e ouvir in loco os Yanomami da comunidade Waikás
"".";"0";""
"2322213-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2322213-2";"2022-05-10";"2022-05-10T15:32:21";"539016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539016";"CEXWAIKA";"65114";"https://dadosabertos.camara.leg.br/api/v2/eventos/65114";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 2/2022, pela Deputada Joenia Wapichana (REDE/RR), que ""Requer que a diligência à Terra Indígena Yanomami da Comissão de Direitos Humanos do Senado Federal e da Comissão de Direitos Humanos e Minorias da Câmara dos Deputados, a ser realizada nos dias 11 e 12 de maio de 2022, em Roraima, componha a agenda de trabalho desta Comissão Externa
"".";"0";""
"2320970-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2320970-2";"2022-05-10";"2022-05-10T16:21:55";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"65095";"https://dadosabertos.camara.leg.br/api/v2/eventos/65095";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 15/2022, pelo Deputado Rogério Correia (PT/MG), que ""Requer audiência pública para debater os impactos da mineração na Serra do Curral, localizada no município de Belo Horizonte, Minas Gerais"".";"0";""
"2320971-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2320971-2";"2022-05-10";"2022-05-10T16:22:04";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"65095";"https://dadosabertos.camara.leg.br/api/v2/eventos/65095";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 16/2022, pelo Deputado Rogério Correia (PT/MG), que ""Requer audiência pública em homenagem aos dez anos da Lei de Acesso à informação"".";"0";""
"2321448-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2321448-2";"2022-05-10";"2022-05-10T16:22:12";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"65095";"https://dadosabertos.camara.leg.br/api/v2/eventos/65095";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 17/2022, pelo Deputado Paulo Teixeira (PT/SP), que ""Requeiro a realização pela Comissão de Legislação Participativa (CLP), de audiência pública para discutir o descumprimento a Lei 10.559/2002 Anistiados"".";"0";""
"2322094-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2322094-2";"2022-05-10";"2022-05-10T16:22:20";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"65095";"https://dadosabertos.camara.leg.br/api/v2/eventos/65095";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 18/2022, pela Deputada Luiza Erundina (PSOL/SP), que ""Requer a realização de audiência pública para debater os impactos socioeconômicos e ecológicos do Projeto Matopiba, bem como a inconstitucionalidade de legislações estaduais que facilitam a grilagem de terras na região"".";"0";""
"2322095-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2322095-2";"2022-05-10";"2022-05-10T16:22:31";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"65095";"https://dadosabertos.camara.leg.br/api/v2/eventos/65095";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 19/2022, pela Deputada Luiza Erundina (PSOL/SP), que ""Requer a realização de reunião de Audiência Pública para discutir a regulamentação e os mecanismos de financiamento para a efetivação do direito social ao transporte"".";"0";""
"2322149-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2322149-2";"2022-05-10";"2022-05-10T16:22:40";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"65095";"https://dadosabertos.camara.leg.br/api/v2/eventos/65095";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 20/2022, pelo Deputado Leonardo Monteiro (PT/MG), que ""
Requer a realização de Audiência Pública para discussão da Educação do Campo no país
"".";"0";""
"2322256-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2322256-2";"2022-05-10";"2022-05-10T16:22:51";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"65095";"https://dadosabertos.camara.leg.br/api/v2/eventos/65095";"1";"0";"0";"0";"Aprovado, com a inclusão de representante da Pastoral dos Pescadores e da Pastoral da Pesca de Santa Catarina.";"";"";"";"Apresentação do Requerimento n. 21/2022, pelos Deputados Padre João (PT/MG) e Rogério Correia PT, que ""Requer a realização de Audiência Pública no âmbito desta Comissão, para debater a Licença de Pescador ou Pescadora Profissional Artesanal, via Relatório da Atividade Pesqueira (REAP)"".";"0";""
"2310530-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2310530-5";"2022-05-10";"2022-05-10T16:23:18";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"65095";"https://dadosabertos.camara.leg.br/api/v2/eventos/65095";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-06T07:57:50";"Parecer da Relatora, Dep. Luiza Erundina (PSOL-SP), pela aprovação, na forma do Projeto de Lei anexo.";"2322093";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322093"
"2320979-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2320979-2";"2022-05-10";"2022-05-10T15:16:21";"6174";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"CMADS";"65039";"https://dadosabertos.camara.leg.br/api/v2/eventos/65039";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 1/2022, pelo Deputado Nilto Tatto (PT/SP), que ""Solicita a realização de Audiência Pública no âmbito desta Comissão para que seja apresentado e debatido o mais recente relatório do Grupo de Trabalho II do IPCC que aborda riscos climáticos, impactos, adaptação e vulnerabilidade. "".";"0";""
"2320980-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2320980-2";"2022-05-10";"2022-05-10T15:16:28";"6174";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"CMADS";"65039";"https://dadosabertos.camara.leg.br/api/v2/eventos/65039";"1";"0";"0";"0";"Aprovado.";"2022-05-10T15:54:04";"Subscreveu o Requerimento o Deputado Rodrigo Agostinho.";"";"Apresentação do Requerimento n. 2/2022, pelo Deputado Júlio Delgado (PV/MG), que ""Requer, a realização de audiência pública para debater a situação da represa Chapéu D’ Uvas"".";"0";""
"2321092-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2321092-2";"2022-05-10";"2022-05-10T15:16:36";"6174";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"CMADS";"65039";"https://dadosabertos.camara.leg.br/api/v2/eventos/65039";"1";"0";"0";"0";"Aprovado com aditamento dos Deputados Nelson Barbudo e Jose Mario Schreiner para inclusão de representantes da Confederação da Agricultura e Pecuária do Brasil - CNA e da Organização das Cooperativas do Brasil - OCB.";"";"";"";"Apresentação do Requerimento n. 3/2022, pelo Deputado Nilto Tatto (PT/SP), que ""Solicita a realização de Audiência Pública no âmbito desta Comissão para que seja debatido o tema: Princípio da Proibição de Retrocesso Ambiental: possibilidades e limites da ação parlamentar à luz do julgamento das ações da chamada “pauta verde” no Supremo Tribunal Federal.    "".";"0";""
"2321096-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2321096-2";"2022-05-10";"2022-05-10T15:17:42";"6174";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"CMADS";"65039";"https://dadosabertos.camara.leg.br/api/v2/eventos/65039";"1";"0";"0";"0";"Aprovado com aditamento do Deputado Nelson Barbudo para inclusão de representantes da Confederação da Agricultura e Pecuária do Brasil - CNA e da Organização das Cooperativas do Brasil - OCB.";"";"";"";"Apresentação do Requerimento n. 4/2022, pelo Deputado Nilto Tatto (PT/SP), que ""Solicito a realização de Audiência Pública no âmbito desta Comissão para que seja debatido o tema: Processos de concessão de unidades de conservação que ocorrem hoje no cenário nacional"".";"0";""
"2321303-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2321303-2";"2022-05-10";"2022-05-10T15:17:47";"6174";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"CMADS";"65039";"https://dadosabertos.camara.leg.br/api/v2/eventos/65039";"1";"0";"0";"0";"Aprovado.";"2022-05-10T15:54:28";"Subscreveu o Requerimento o Deputado Rodrigo Agostinho.";"2022-05-03T15:07:08";"Apresentação do Requerimento n. 6/2022, pelos Deputados Júlio Delgado (PV-MG) e Rodrigo Agostinho (PSB-SP), que: ""Requer o convite ao IPHAN, IBAMA e ANM para prestar esclarecimentos sobre a exploração minerária na Serra do Curral - MG"".";"0";""
"2321457-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2321457-2";"2022-05-10";"2022-05-10T15:17:51";"6174";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"CMADS";"65039";"https://dadosabertos.camara.leg.br/api/v2/eventos/65039";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 7/2022, pelo Deputado Nilto Tatto (PT/SP), que ""Solicita a realização de Seminário Público no âmbito desta Comissão para que seja debatido o tema: Semana do Meio Ambiente no Estado de São Paulo na ALESP para tratar da importância da semana do Meio Ambiente"".";"0";""
